item_number,district,location,disposition,signal_type,signal_description,occurred_date_time,charge_code,charge_description,offender_number,offenderid,offenderstatus,offender_race,offender_gender,offender_age,victim_number,persontype,victim_race,victim_gender,victim_age,victim_fatal_status,hate_crime,report_type,year
B-06349-22,5,023XX Saint Claude Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/5/2022 21:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,732248.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,40.0,Non-fatal,,Incident Report,2022
B-06349-22,5,023XX Saint Claude Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/5/2022 21:00,,,1.0,732248.0,,UNKNOWN,UNKNOWN,,2.0,VICTIM,BLACK,FEMALE,40.0,Non-fatal,,Incident Report,2022
B-06349-22,5,023XX Saint Claude Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/5/2022 21:00,,,1.0,732248.0,,UNKNOWN,UNKNOWN,,3.0,VICTIM,WHITE,FEMALE,27.0,Non-fatal,,Incident Report,2022
B-06428-22,2,084XX Cohn St,OPEN,103D,DISTURBANCE (DOMESTIC),2/5/2022 22:30,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,42.0,Non-fatal,,Incident Report,2022
B-06428-22,2,084XX Cohn St,OPEN,103D,DISTURBANCE (DOMESTIC),2/5/2022 22:30,,,,,,,,,2.0,REPORTING PERSON,BLACK,MALE,43.0,Non-fatal,,Incident Report,2022
B-05890-22,6,039XX Pine St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/5/2022 10:00,14 62,SIMPLE BURGLARY,1.0,731494.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,19.0,Non-fatal,,Incident Report,2022
B-06124-22,1,019XX Bayou Rd,OPEN,103D,DISTURBANCE (DOMESTIC),2/5/2022 17:29,,,,,,,,,2.0,INTERVIEW,WHITE,FEMALE,39.0,Non-fatal,,Incident Report,2022
B-06124-22,1,019XX Bayou Rd,OPEN,103D,DISTURBANCE (DOMESTIC),2/5/2022 17:29,,,,,,,,,3.0,NON-VICTIM,WHITE,MALE,38.0,Non-fatal,,Incident Report,2022
B-06124-22,1,019XX Bayou Rd,OPEN,103D,DISTURBANCE (DOMESTIC),2/5/2022 17:29,,,,,,,,,1.0,REPORTING PERSON,WHITE,FEMALE,26.0,Non-fatal,,Incident Report,2022
B-06418-22,5,N Peters St & Port St,OPEN,67A,AUTO THEFT,2/5/2022 20:00,,,1.0,731495.0,,UNKNOWN,UNKNOWN,,2.0,REPORTING PERSON,WHITE,MALE,42.0,Non-fatal,,Incident Report,2022
B-06418-22,5,N Peters St & Port St,OPEN,67A,AUTO THEFT,2/5/2022 20:00,14 67.26,THEFT OF A MOTOR VEHICLE,1.0,731495.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,42.0,Non-fatal,,Incident Report,2022
A-04382-22,1,037XX Conti St,OPEN,64G,ARMED ROBBERY (GUN),1/4/2022 19:12,,,,,,,,,,,,,,Non-fatal,,Supplemental Report,2022
B-06525-22,8,003XX Saint Joseph St,OPEN,21,MISCELLANEOUS INCIDENT,2/6/2022 0:35,,,,,,,,,1.0,REPORTING PERSON,WHITE,MALE,53.0,Non-fatal,,Incident Report,2022
B-01518-22,4,005XX Wagner St,OPEN,103D,DISTURBANCE (DOMESTIC),2/1/2022 3:35,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,16.0,Non-fatal,,Incident Report,2022
B-01518-22,4,005XX Wagner St,OPEN,103D,DISTURBANCE (DOMESTIC),2/1/2022 3:35,,,,,,,,,2.0,INTERVIEW,BLACK,FEMALE,37.0,Non-fatal,,Incident Report,2022
B-06395-22,7,090XX Dwyer Rd,OPEN,103D,DISTURBANCE (DOMESTIC),2/5/2022 22:00,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,56.0,Non-fatal,,Incident Report,2022
B-06164-22,8,001XX Carondelet St,OPEN,67,THEFT,2/5/2022 17:00,54 186,THEFT,1.0,731500.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,FEMALE,39.0,Non-fatal,,Incident Report,2022
B-06586-22,7,068XX Tara Ln,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2/6/2022 1:20,14 35.3,DOMESTIC ABUSE BATTERY - SIMPLE,1.0,731501.0,ARRESTED,BLACK,FEMALE,29.0,1.0,VICTIM,BLACK,MALE,30.0,Non-fatal,,Incident Report,2022
B-06535-22,1,012XX N Broad St,OPEN,64J,ARMED CARJACKING,2/6/2022 0:20,14 64.2,CARJACKING,1.0,731502.0,,BLACK,MALE,,1.0,VICTIM,WHITE,FEMALE,32.0,Non-fatal,,Incident Report,2022
B-06535-22,1,012XX N Broad St,OPEN,64J,ARMED CARJACKING,2/6/2022 0:20,14 64.2,CARJACKING,2.0,731503.0,,BLACK,MALE,,1.0,VICTIM,WHITE,FEMALE,32.0,Non-fatal,,Incident Report,2022
B-06601-22,6,Melpomene St & Annunciation St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/5/2022 21:15,14 62,SIMPLE BURGLARY,1.0,731504.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,26.0,Non-fatal,,Incident Report,2022
B-06604-22,5,012XX Saint Bernard Av,OPEN,35,SIMPLE BATTERY,2/6/2022 1:30,14 34.1,SECOND DEGREE BATTERY,1.0,735076.0,,BLACK,MALE,,1.0,VICTIM,WHITE,MALE,45.0,Non-fatal,,Incident Report,2022
B-06584-22,4,053XX Timber Crest Dr,OPEN,103M,DISTURBANCE (MENTAL),2/6/2022 1:22,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,38.0,Non-fatal,,Incident Report,2022
B-06584-22,4,053XX Timber Crest Dr,OPEN,103M,DISTURBANCE (MENTAL),2/6/2022 1:22,,,,,,,,,2.0,NON-VICTIM,BLACK,FEMALE,17.0,Non-fatal,,Incident Report,2022
B-06668-22,8,009XX Burgundy St #100,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2/6/2022 2:00,14 35.3(L),ACTS OF DOMESTIC VIOLENCE(STRANGULATION) - SIMPLE,1.0,731506.0,ARRESTED,WHITE,MALE,31.0,1.0,VICTIM,WHITE,FEMALE,28.0,Non-fatal,,Incident Report,2022
B-06657-22,8,S Peters St & Lafayette St,OPEN,67,THEFT,2/6/2022 2:30,14 67,THEFT,1.0,731505.0,,BLACK,FEMALE,,1.0,VICTIM,WHITE,MALE,36.0,Non-fatal,,Incident Report,2022
B-06666-22,3,046XX Paris Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/6/2022 2:00,14 62,SIMPLE BURGLARY,1.0,731507.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,,Non-fatal,,Incident Report,2022
B-06666-22,3,046XX Paris Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/6/2022 2:00,14 62,SIMPLE BURGLARY,1.0,731507.0,,UNKNOWN,UNKNOWN,,2.0,VICTIM,WHITE,MALE,,Non-fatal,,Incident Report,2022
B-06666-22,3,046XX Paris Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/6/2022 2:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,731507.0,,UNKNOWN,UNKNOWN,,3.0,VICTIM,WHITE,UNKNOWN,,Non-fatal,,Incident Report,2022
B-06633-22,2,049XX Willow St,OPEN,103D,DISTURBANCE (DOMESTIC),2/6/2022 2:06,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,29.0,Non-fatal,,Incident Report,2022
B-06621-22,5,009XX Piety St,CLOSED,34C,AGGRAVATED BATTERY (CUTTING),2/6/2022 1:54,14 34,AGG. BATTERY,1.0,731510.0,ARRESTED,BLACK,MALE,30.0,1.0,VICTIM,WHITE,MALE,31.0,Non-fatal,,Incident Report,2022
B-06621-22,5,009XX Piety St,CLOSED,34C,AGGRAVATED BATTERY (CUTTING),2/6/2022 1:54,,,1.0,731510.0,ARRESTED,BLACK,MALE,30.0,2.0,WITNESS,WHITE,MALE,34.0,Non-fatal,,Incident Report,2022
B-06621-22,5,009XX Piety St,CLOSED,34C,AGGRAVATED BATTERY (CUTTING),2/6/2022 1:54,,,1.0,731510.0,ARRESTED,BLACK,MALE,30.0,3.0,WITNESS,WHITE,MALE,34.0,Non-fatal,,Incident Report,2022
B-06515-22,7,047XX Viola St,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2/6/2022 1:00,14 34.9(B)5,RELATIVE TO BATTERY OF A DATING PARTNER (STRANGULATION),1.0,731511.0,,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,29.0,Non-fatal,,Incident Report,2022
B-06515-22,7,047XX Viola St,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2/6/2022 1:00,14 67,THEFT,1.0,731511.0,,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,29.0,Non-fatal,,Incident Report,2022
B-06726-22,5,N Derbigny St & Delery St,OPEN,21,MISCELLANEOUS INCIDENT,2/6/2022 0:23,,,,,,,,,1.0,INTERVIEW,BLACK,MALE,49.0,Non-fatal,,Incident Report,2022
B-06697-22,4,033XX Garden Oaks Dr #D17,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2/6/2022 3:00,14 35.3,DOMESTIC ABUSE BATTERY - SIMPLE,1.0,731513.0,ARRESTED,BLACK,FEMALE,20.0,1.0,VICTIM,BLACK,MALE,33.0,Non-fatal,,Incident Report,2022
B-06697-22,4,033XX Garden Oaks Dr #D17,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2/6/2022 3:00,14 35.3(I),DOMESTIC ABUSE BATTERY(CHILD ENDANGERMENT) - SIMPLE,1.0,731513.0,ARRESTED,BLACK,FEMALE,20.0,1.0,VICTIM,BLACK,MALE,33.0,Non-fatal,,Incident Report,2022
B-06697-22,4,033XX Garden Oaks Dr #D17,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2/6/2022 3:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,731513.0,ARRESTED,BLACK,FEMALE,20.0,1.0,VICTIM,BLACK,MALE,33.0,Non-fatal,,Incident Report,2022
A-35137-22,8,010XX Girod St,OPEN,93,CRUELTY TO A JUVENILE,1/31/2022 12:30,,,,,,,,,1.0,VICTIM,BLACK,FEMALE,,Non-fatal,,Incident Report,2022
B-02363-22,6,024XX S Liberty St,OPEN,42,AGGRAVATED RAPE,2/2/2022 18:00,,,,,,,,,1.0,VICTIM,BLACK,FEMALE,,Non-fatal,,Incident Report,2022
B-06350-22,5,023XX Saint Claude Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/5/2022 21:00,14 62,SIMPLE BURGLARY,1.0,731514.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,29.0,Non-fatal,,Incident Report,2022
B-06350-22,5,023XX Saint Claude Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/5/2022 21:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,731514.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,29.0,Non-fatal,,Incident Report,2022
B-06350-22,5,023XX Saint Claude Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/5/2022 21:00,14 62,SIMPLE BURGLARY,1.0,731514.0,,UNKNOWN,UNKNOWN,,2.0,VICTIM,BLACK,MALE,39.0,Non-fatal,,Incident Report,2022
B-06350-22,5,023XX Saint Claude Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/5/2022 21:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,731514.0,,UNKNOWN,UNKNOWN,,2.0,VICTIM,BLACK,MALE,39.0,Non-fatal,,Incident Report,2022
B-06350-22,5,023XX Saint Claude Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/5/2022 21:00,14 62,SIMPLE BURGLARY,1.0,731514.0,,UNKNOWN,UNKNOWN,,3.0,VICTIM,WHITE,FEMALE,36.0,Non-fatal,,Incident Report,2022
B-06350-22,5,023XX Saint Claude Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/5/2022 21:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,731514.0,,UNKNOWN,UNKNOWN,,3.0,VICTIM,WHITE,FEMALE,36.0,Non-fatal,,Incident Report,2022
B-06437-22,4,023XX Kraft St,OPEN,42,AGGRAVATED RAPE,2/5/2022 18:00,,,,,,,,,1.0,VICTIM,BLACK,FEMALE,,Non-fatal,,Incident Report,2022
B-06581-22,8,006XX Loyola St,OPEN,35,SIMPLE BATTERY,2/6/2022 0:00,14 35,SIMPLE BATTERY,1.0,731515.0,,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,39.0,Non-fatal,,Incident Report,2022
B-06581-22,8,006XX Loyola St,OPEN,35,SIMPLE BATTERY,2/6/2022 0:00,,,1.0,731515.0,,BLACK,MALE,,2.0,INTERVIEW,BLACK,FEMALE,28.0,Non-fatal,,Incident Report,2022
B-06587-22,6,018XX Saint Charles Av,CLOSED,106,OBSCENITY,2/6/2022 1:30,54 254,LEWD CONDUCT,1.0,731517.0,ARRESTED,BLACK,FEMALE,61.0,1.0,VICTIM,UNKNOWN,UNKNOWN,,Non-fatal,,Incident Report,2022
B-06587-22,6,018XX Saint Charles Av,CLOSED,106,OBSCENITY,2/6/2022 1:30,,,1.0,731517.0,ARRESTED,BLACK,FEMALE,61.0,2.0,WITNESS,BLACK,MALE,30.0,Non-fatal,,Incident Report,2022
B-06650-22,8,008XX Convention Center Bd,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/5/2022 23:00,14 62,SIMPLE BURGLARY,1.0,731518.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,34.0,Non-fatal,,Incident Report,2022
B-06762-22,7,070XX Bundy Rd,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2/6/2022 5:21,14 34.9,BATTERY OF A DATING PARTNER (SIMPLE),1.0,731519.0,,BLACK,MALE,35.0,1.0,VICTIM,BLACK,FEMALE,46.0,Non-fatal,,Incident Report,2022
B-06547-22,5,016XX Montegut St,OPEN,103D,DISTURBANCE (DOMESTIC),2/6/2022 0:00,14 62.3,UNAUTHORIZED ENTRY (INHAB.DWELLING),1.0,731521.0,,BLACK,FEMALE,53.0,1.0,VICTIM,BLACK,MALE,62.0,Non-fatal,,Incident Report,2022
B-06816-22,7,044XX Laine Av,OPEN,103D,DISTURBANCE (DOMESTIC),2/6/2022 7:20,,,,,,,,,1.0,REPORTING PERSON,BLACK,MALE,41.0,Non-fatal,,Incident Report,2022
B-06816-22,7,044XX Laine Av,OPEN,103D,DISTURBANCE (DOMESTIC),2/6/2022 7:20,,,,,,,,,2.0,INTERVIEW,BLACK,FEMALE,23.0,Non-fatal,,Incident Report,2022
B-06342-22,5,010XX Lesseps St,OPEN,56,SIMPLE CRIMINAL DAMAGE,2/5/2022 8:05,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,731522.0,,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,54.0,Non-fatal,,Incident Report,2022
B-05866-22,2,001XX Broadway St,OPEN,103,DISTURBANCE,2/5/2022 12:41,,,,,,,,,1.0,NON-VICTIM,WHITE,FEMALE,38.0,Non-fatal,,Incident Report,2022
B-05866-22,2,001XX Broadway St,OPEN,103,DISTURBANCE,2/5/2022 12:41,,,,,,,,,2.0,INTERVIEW,WHITE,FEMALE,,Non-fatal,,Incident Report,2022
B-05866-22,2,001XX Broadway St,OPEN,103,DISTURBANCE,2/5/2022 12:41,,,,,,,,,3.0,NON-VICTIM,WHITE,MALE,65.0,Non-fatal,,Incident Report,2022
B-05866-22,2,001XX Broadway St,OPEN,103,DISTURBANCE,2/5/2022 12:41,,,,,,,,,4.0,REPORTING PERSON,WHITE,FEMALE,42.0,Non-fatal,,Incident Report,2022
B-05866-22,2,001XX Broadway St,OPEN,103,DISTURBANCE,2/5/2022 12:41,,,,,,,,,5.0,NON-VICTIM,WHITE,FEMALE,50.0,Non-fatal,,Incident Report,2022
B-06078-22,5,016XX Arts St,OPEN,103D,DISTURBANCE (DOMESTIC),2/5/2022 16:33,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,61.0,Non-fatal,,Incident Report,2022
B-06371-22,5,042XX N Claiborne Av,OPEN,103D,DISTURBANCE (DOMESTIC),2/5/2022 21:45,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,36.0,Non-fatal,,Incident Report,2022
B-06371-22,5,042XX N Claiborne Av,OPEN,103D,DISTURBANCE (DOMESTIC),2/5/2022 21:45,,,,,,,,,2.0,INTERVIEW,BLACK,MALE,17.0,Non-fatal,,Incident Report,2022
B-06371-22,5,042XX N Claiborne Av,OPEN,103D,DISTURBANCE (DOMESTIC),2/5/2022 21:45,,,,,,,,,3.0,INTERVIEW,BLACK,MALE,15.0,Non-fatal,,Incident Report,2022
B-05809-22,8,003XX Baronne St #522,OPEN,67,THEFT,2/5/2022 7:00,14 67,THEFT,1.0,733048.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,36.0,Non-fatal,,Incident Report,2022
B-05721-22,2,047XX Annunciation St,OPEN,67A,AUTO THEFT,2/5/2022 4:00,,,,,,,,,1.0,VICTIM,WHITE,FEMALE,41.0,Non-fatal,,Supplemental Report,2022
B-06813-22,8,002XX Loyola Av #911,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2/6/2022 4:00,14 34.9(I),BATTERY OF A DATING PARTNER (CHILD ENDANGERMENT.  CHILD/CHILDREN 13 YEARS OF AGE OR YOUNGER) SIMPLE,1.0,731528.0,ARRESTED,UNKNOWN,MALE,41.0,1.0,VICTIM,BLACK,FEMALE,48.0,Non-fatal,,Incident Report,2022
B-06813-22,8,002XX Loyola Av #911,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2/6/2022 4:00,14 38,SIMPLE ASSAULT,1.0,731528.0,ARRESTED,UNKNOWN,MALE,41.0,1.0,VICTIM,BLACK,FEMALE,48.0,Non-fatal,,Incident Report,2022
B-06813-22,8,002XX Loyola Av #911,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2/6/2022 4:00,14 35,SIMPLE BATTERY,1.0,731528.0,ARRESTED,UNKNOWN,MALE,41.0,2.0,VICTIM,BLACK,FEMALE,13.0,Non-fatal,,Incident Report,2022
B-06856-22,7,120XX N I-10 Service Rd,OPEN,37,AGGRAVATED ASSAULT,2/3/2022 16:45,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,1.0,731525.0,,BLACK,MALE,,3.0,VICTIM,BLACK,FEMALE,,Non-fatal,,Incident Report,2022
B-06856-22,7,120XX N I-10 Service Rd,OPEN,37,AGGRAVATED ASSAULT,2/3/2022 16:45,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,1.0,731525.0,,BLACK,MALE,,4.0,VICTIM,BLACK,FEMALE,,Non-fatal,,Incident Report,2022
B-06856-22,7,120XX N I-10 Service Rd,OPEN,37,AGGRAVATED ASSAULT,2/3/2022 16:45,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,1.0,731525.0,,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,48.0,Non-fatal,,Incident Report,2022
B-06856-22,7,120XX N I-10 Service Rd,OPEN,37,AGGRAVATED ASSAULT,2/3/2022 16:45,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,1.0,731525.0,,BLACK,MALE,,2.0,VICTIM,BLACK,MALE,50.0,Non-fatal,,Incident Report,2022
B-06856-22,7,120XX N I-10 Service Rd,OPEN,37,AGGRAVATED ASSAULT,2/3/2022 16:45,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,2.0,731526.0,,BLACK,MALE,,3.0,VICTIM,BLACK,FEMALE,,Non-fatal,,Incident Report,2022
B-06856-22,7,120XX N I-10 Service Rd,OPEN,37,AGGRAVATED ASSAULT,2/3/2022 16:45,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,2.0,731526.0,,BLACK,MALE,,4.0,VICTIM,BLACK,FEMALE,,Non-fatal,,Incident Report,2022
B-06856-22,7,120XX N I-10 Service Rd,OPEN,37,AGGRAVATED ASSAULT,2/3/2022 16:45,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,2.0,731526.0,,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,48.0,Non-fatal,,Incident Report,2022
B-06856-22,7,120XX N I-10 Service Rd,OPEN,37,AGGRAVATED ASSAULT,2/3/2022 16:45,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,2.0,731526.0,,BLACK,MALE,,2.0,VICTIM,BLACK,MALE,50.0,Non-fatal,,Incident Report,2022
A-34503-22,5,Saint Claude Av & Elysian Fields Av,OPEN,65,SIMPLE ROBBERY,1/31/2022 2:00,14 65,SIMPLE ROBBERY,1.0,731527.0,,BLACK,MALE,,1.0,VICTIM,WHITE,FEMALE,52.0,Non-fatal,,Supplemental Report,2022
B-06394-22,5,Mandeville St & Decatur St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/5/2022 20:00,14 62,SIMPLE BURGLARY,1.0,731529.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,48.0,Non-fatal,,Incident Report,2022
B-06394-22,5,Mandeville St & Decatur St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/5/2022 20:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,731529.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,48.0,Non-fatal,,Incident Report,2022
B-06868-22,7,101XX Curran Bd #192,OPEN,103D,DISTURBANCE (DOMESTIC),2/6/2022 8:30,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,28.0,Non-fatal,,Incident Report,2022
B-06868-22,7,101XX Curran Bd #192,OPEN,103D,DISTURBANCE (DOMESTIC),2/6/2022 8:30,,,,,,,,,2.0,INTERVIEW,BLACK,MALE,30.0,Non-fatal,,Incident Report,2022
B-06792-22,1,037XX Orleans Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/6/2022 0:30,14 62,SIMPLE BURGLARY,1.0,731533.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,32.0,Non-fatal,,Incident Report,2022
B-06792-22,1,037XX Orleans Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/6/2022 0:30,14 62,SIMPLE BURGLARY,1.0,731533.0,,UNKNOWN,UNKNOWN,,2.0,VICTIM,UNKNOWN,MALE,,Non-fatal,,Incident Report,2022
A-12888-22,6,006XX Soraparu St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/12/2022 10:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,3.0,727145.0,,UNKNOWN,UNKNOWN,,3.0,VICTIM,UNKNOWN,MALE,,Non-fatal,,Incident Report,2022
A-12888-22,6,006XX Soraparu St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/12/2022 10:00,,,3.0,727145.0,,UNKNOWN,UNKNOWN,,4.0,WITNESS,WHITE,MALE,,Non-fatal,,Incident Report,2022
A-12899-22,7,045XX Bonita Dr,OPEN,63,TRESPASSING,1/12/2022 11:07,14 63,CRIMINAL TRESPASS,1.0,726781.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,53.0,Non-fatal,,Incident Report,2022
A-13034-21,4,050XX Woodland Dr,OPEN,103D,DISTURBANCE (DOMESTIC),1/12/2022 12:20,,,,,,,,,1.0,REPORTING PERSON,BLACK,MALE,33.0,Non-fatal,,Incident Report,2022
A-13034-21,4,050XX Woodland Dr,OPEN,103D,DISTURBANCE (DOMESTIC),1/12/2022 12:20,,,,,,,,,2.0,WITNESS,BLACK,FEMALE,,Non-fatal,,Incident Report,2022
A-12970-22,6,013XX Willow St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/12/2022 9:40,14 62,SIMPLE BURGLARY,1.0,726789.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,30.0,Non-fatal,,Incident Report,2022
A-12970-22,6,013XX Willow St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/12/2022 9:40,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,726789.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,30.0,Non-fatal,,Incident Report,2022
A-12714-22,8,010XX Common St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/12/2022 1:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,726788.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
A-12714-22,8,010XX Common St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/12/2022 1:00,14 62,SIMPLE BURGLARY,1.0,726788.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
A-12714-22,8,010XX Common St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/12/2022 1:00,,,1.0,726788.0,,UNKNOWN,UNKNOWN,,2.0,REPORTING PERSON,WHITE,MALE,25.0,Non-fatal,,Incident Report,2022
A-13035-22,2,018XX Burdette St,OPEN,67A,AUTO THEFT,1/12/2022 13:15,14 67,THEFT,1.0,726790.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,66.0,Non-fatal,,Incident Report,2022
A-13035-22,2,018XX Burdette St,OPEN,67A,AUTO THEFT,1/12/2022 13:15,14 (25) 67,ACCESSORY - THEFT,2.0,726791.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,66.0,Non-fatal,,Incident Report,2022
A-13087-22,7,105XX Curran Bd #16,OPEN,21R,OUT OF PARISH VEHICLE RECOVERY,1/12/2022 1:10,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,1.0,726792.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,UNKNOWN,,,Non-fatal,,Incident Report,2022
A-13069-22,6,021XX Laurel St,OPEN,21,MISCELLANEOUS INCIDENT,1/12/2022 12:00,,,,,,,,,1.0,REPORTING PERSON,WHITE,FEMALE,55.0,Non-fatal,,Incident Report,2022
A-13054-22,4,017XX Pace Bd,OPEN,67E,EMBEZZLEMENT,1/2/2022 12:00,,,1.0,726940.0,,BLACK,FEMALE,37.0,2.0,REPORTING PERSON,BLACK,MALE,64.0,Non-fatal,,Incident Report,2022
A-13054-22,4,017XX Pace Bd,OPEN,67E,EMBEZZLEMENT,1/2/2022 12:00,14 67,THEFT,1.0,726940.0,,BLACK,FEMALE,37.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
A-12975-22,8,001XX Royal St,OPEN,67,THEFT,1/11/2022 9:00,54 151,CRIMINAL DAMAGE TO PROPERTY,1.0,727394.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,54.0,Non-fatal,,Incident Report,2022
A-12975-22,8,001XX Royal St,OPEN,67,THEFT,1/11/2022 9:00,54 186,THEFT,1.0,727394.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,54.0,Non-fatal,,Incident Report,2022
A-12900-22,1,017XX N Broad St,OPEN,21,MISCELLANEOUS INCIDENT,1/12/2022 10:00,,,,,,,,,1.0,INTERVIEW,BLACK,MALE,72.0,Non-fatal,,Incident Report,2022
